[pattern]	lhsText	rhsText	w	gsw	meanSim	greedySim	phrasePair	notSure	isInWordnet	extentionLevel	pairIndex	text	hypothesis	lhsDrs	rhsDrs
[vn--vn]	walking-v-11 through-r-12 american-a-14 state-n-15	walking-v-13 near-r-14 rocky-a-16 wall-n-17	0.0	0.0	0.929774	0.929774	walk-vb dobj-#1# through-in pobj-#2# american-jj amod-#3# state-nn #3# #2# #1# : walk-vb dobj-#1# near-in pobj-#2# rocky-jj amod-#3# wall-nn #3# #2# #1#	1	Phrasal	1	4711	a person in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is walking near a rocky wall	drs([[]:x201,[]:x201,[]:x106,[]:x106,[]:x106],[[22100011]:pred(x201,walk,v,0),[22100012]:rel(x201,x106,through,0),[22100015]:pred(x106,state,n,0),[22100014]:pred(x106,american,a,0)])	drs([[]:x201,[]:x201,[]:x106,[]:x106,[]:x106],[[22200013]:pred(x201,walk,v,0),[22200014]:rel(x201,x106,near,0),[22200017]:pred(x106,wall,n,0),[22200016]:pred(x106,rocky,a,0)])
[nr--nr]	person-n-2 in-r-3	person-n-2 with-r-3	0.0	0.0	0.996951	0.996951	person-nn pmod-#1# in-in #1# : person-nn pmod-#1# with-in #1#	1	Phrasal	1	4711	a person in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is walking near a rocky wall	drs([[]:x101,[]:x101,[]:x102],[[22100002]:pred(x101,person,n,0),[22100003]:rel(x101,x102,in,0)])	drs([[]:x101,[]:x101,[]:x102],[[22200002]:pred(x101,person,n,0),[22200003]:rel(x101,x102,with,0)])
[n--n]	jacket-n-6	hooded-a-6 jacket-n-7	0.0	0.0	0.561337	0.561337	jacket-nn : hooded-jj amod-#1# jacket-nn #1#	1	Phrasal	1	4711	a person in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is walking near a rocky wall	drs([[]:x103],[[22100006]:pred(x103,jacket,n,0)])	drs([[]:x103,[]:x103],[[22200007]:pred(x103,jacket,n,0),[22200006]:pred(x103,hooded,a,0)])
[nn--n]	khaki-n-8 pants-n-9	black-a-10 backpack-n-11	0.0	0.0	0.757887	0.791443	khaki-nn : black-jj amod-#1# backpack-nn #1#	1	Phrasal	1	4711	a person in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is walking near a rocky wall	drs([[]:x105,[]:x104,[]:x104,[]:x105],[[22100008]:pred(x105,khaki,n,0),[22100009]:pred(x104,pants,n,0),[]:rel(x104,x105,of,0)])	drs([[]:x104,[]:x104],[[22200010]:pred(x104,black,a,0),[22200011]:pred(x104,backpack,n,0)])
[vn--vn]	walking-v-11 through-r-12 american-a-14 state-n-15	walking-v-14 near-r-15 rocky-a-17 wall-n-18	0.0	0.0	0.929774	0.929774	walk-vb dobj-#1# through-in pobj-#2# american-jj amod-#3# state-nn #3# #2# #1# : walk-vb dobj-#1# near-in pobj-#2# rocky-jj amod-#3# wall-nn #3# #2# #1#	1	Phrasal	1	4712	a man in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is not walking near a rocky wall	drs([[]:x201,[]:x201,[]:x106,[]:x106,[]:x106],[[22300011]:pred(x201,walk,v,0),[22300012]:rel(x201,x106,through,0),[22300014]:pred(x106,american,a,0),[22300015]:pred(x106,state,n,0)])	drs([[]:x201,[]:x201,[]:x106,[]:x106,[]:x106],[[22400014]:pred(x201,walk,v,0),[22400015]:rel(x201,x106,near,0),[22400017]:pred(x106,rocky,a,0),[22400018]:pred(x106,wall,n,0)])
[nr--nr]	man-n-2 in-r-3	person-n-2 with-r-3	0.0	0.0	0.925326	0.925326	man-nn pmod-#1# in-in #1# : person-nn pmod-#1# with-in #1#	1	Phrasal	1	4712	a man in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is not walking near a rocky wall	drs([[]:x101,[]:x101,[]:x102],[[22300002]:pred(x101,man,n,0),[22300003]:rel(x101,x102,in,0)])	drs([[]:x101,[]:x101,[]:x102],[[22400002]:pred(x101,person,n,0),[22400003]:rel(x101,x102,with,0)])
[n--n]	jacket-n-6	hooded-a-6 jacket-n-7	0.0	0.0	0.561337	0.561337	jacket-nn : hooded-jj amod-#1# jacket-nn #1#	1	Phrasal	1	4712	a man in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is not walking near a rocky wall	drs([[]:x103],[[22300006]:pred(x103,jacket,n,0)])	drs([[]:x103,[]:x103],[[22400006]:pred(x103,hooded,a,0),[22400007]:pred(x103,jacket,n,0)])
[nn--n]	khaki-n-8 pants-n-9	black-a-10 backpack-n-11	0.0	0.0	0.757887	0.791443	khaki-nn : black-jj amod-#1# backpack-nn #1#	1	Phrasal	1	4712	a man in a red jacket and khaki pants is walking through an american state	a person with a red hooded jacket and a black backpack is not walking near a rocky wall	drs([[]:x105,[]:x104,[]:x104,[]:x105],[[22300008]:pred(x105,khaki,n,0),[22300009]:pred(x104,pants,n,0),[]:rel(x104,x105,of,0)])	drs([[]:x104,[]:x104],[[22400011]:pred(x104,backpack,n,0),[22400010]:pred(x104,black,a,0)])
[n--nn]	black-a-10 backpack-n-11	khaki-n-8 pants-n-9	0.0	0.0	0.757887	0.791443	black-jj amod-#1# backpack-nn #1# : khaki-nn	1	Phrasal	1	4713	a person with a red hooded jacket and a black backpack is walking near a rocky wall	a man in a red jacket and khaki pants is walking through an american state	drs([[]:x104,[]:x104],[[22500010]:pred(x104,black,a,0),[22500011]:pred(x104,backpack,n,0)])	drs([[]:x104,[]:xir,[]:x104,[]:xir],[[22600009]:pred(x104,pants,n,0),[22600008]:pred(xir,khaki,n,0),[]:rel(x104,xir,of,0)])
[vn--vn]	walking-v-13 near-r-14 rocky-a-16 wall-n-17	walking-v-11 through-r-12 american-a-14 state-n-15	0.0	0.0	0.929774	0.929774	walk-vb dobj-#1# near-in pobj-#2# rocky-jj amod-#3# wall-nn #3# #2# #1# : walk-vb dobj-#1# through-in pobj-#2# american-jj amod-#3# state-nn #3# #2# #1#	1	Phrasal	1	4713	a person with a red hooded jacket and a black backpack is walking near a rocky wall	a man in a red jacket and khaki pants is walking through an american state	drs([[]:x201,[]:x201,[]:x105,[]:x105,[]:x105],[[22500013]:pred(x201,walk,v,0),[22500014]:rel(x201,x105,near,0),[22500017]:pred(x105,wall,n,0),[22500016]:pred(x105,rocky,a,0)])	drs([[]:x201,[]:x201,[]:x105,[]:x105,[]:x105],[[22600011]:pred(x201,walk,v,0),[22600012]:rel(x201,x105,through,0),[22600014]:pred(x105,american,a,0),[22600015]:pred(x105,state,n,0)])
[nr--nr]	person-n-2 with-r-3	man-n-2 in-r-3	0.0	0.0	0.925326	0.925326	person-nn pmod-#1# with-in #1# : man-nn pmod-#1# in-in #1#	1	Phrasal	1	4713	a person with a red hooded jacket and a black backpack is walking near a rocky wall	a man in a red jacket and khaki pants is walking through an american state	drs([[]:x101,[]:x101,[]:x102],[[22500002]:pred(x101,person,n,0),[22500003]:rel(x101,x102,with,0)])	drs([[]:x101,[]:x101,[]:x102],[[22600002]:pred(x101,man,n,0),[22600003]:rel(x101,x102,in,0)])
[nvr--vn]	hitting-v-6 ball-n-9	kicking-v-6 ball-n-9	1.0	1.0	0.986313	1, 0.94806	ball-nn : ball-nn, hit-vb : kick-vb	0	Phrasal	1	4715	a man in green is hitting a soccer ball and a man in purple and white is falling down	a man in green is kicking a soccer ball and a man in purple and white is falling down	drs([[]:x201,[]:x201,[]:x103,[]:x104,[]:x103,[]:x104],[[22900006]:pred(x201,hit,v,0),[]:rel(x201,x103,patient,0),[]:rel(x104,x103,subset_of,1),[22900009]:pred(x104,ball,n,0)])	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[23000006]:pred(x201,kick,v,0),[]:rel(x201,x104,patient,0),[23000009]:pred(x104,ball,n,0)])
[nnr--nr]	man-n-2 in-r-3 purple-n-14	purple-n-14	1.0	1.0	0.925759	1	purple-jj : purple-jj	0	Phrasal	1	4715	a man in green is hitting a soccer ball and a man in purple and white is falling down	a man in green is kicking a soccer ball and a man in purple and white is falling down	drs([[]:x106,[]:x106,[]:x107,[]:x107,[]:x106,[]:x103],[[22900002]:pred(x106,man,n,0),[22900003]:rel(x106,x107,in,0),[22900014]:pred(x107,purple,n,0),[]:rel(x106,x103,subset_of,1)])	drs([[]:x107,[]:x107,[]:x103],[[23000014]:pred(x107,purple,n,0),[]:rel(x107,x103,subset_of,1)])
[n--nr]	white-n-16	man-n-2 in-r-3 white-n-16	1.0	1.0	0.952418	1	white-jj : white-jj	0	Phrasal	1	4715	a man in green is hitting a soccer ball and a man in purple and white is falling down	a man in green is kicking a soccer ball and a man in purple and white is falling down	drs([[]:x108],[[22900016]:pred(x108,white,n,0)])	drs([[]:x108,[]:x108,[]:x108,[]:x103,[]:x108,[]:x103],[[23000016]:pred(x108,white,n,0),[23000002]:pred(x108,man,n,0),[]:rel(x108,x103,subset_of,1),[23000003]:rel(x108,x103,in,0)])
[n--n]	pool-n-7	ocean-n-7	0.0	0.0	0.803451	0.803451	pool-nn : ocean-nn	0	NotInWN	1	4716	a kid is splashing in the pool	a kid is splashing in the ocean	drs([[]:x102],[[23100007]:pred(x102,pool,n,0)])	drs([[]:x102],[[23200007]:pred(x102,ocean,n,0)])
[n--n]	two-n-1 children-n-2	kid-n-2	1.0	1.0	0.796471	0.796471	child-nn : kid-nn	1	Phrasal	1	4719	two children are playing	a kid is splashing in the ocean	drs([[]:x101,[]:x101],[[23700002]:pred(x101,child,n,0),[23700001]:pred(x101,two,n,0)])	drs([[]:x101],[[23800002]:pred(x101,kid,n,0)])
[v--vn]	playing-v-4	splashing-v-4 in-r-5 ocean-n-7	0.0	0.0	0.471438	0.471438	play-vb : splash-vb dobj-#1# in-in pobj-#2# ocean-nn #2# #1#	1	Phrasal	1	4719	two children are playing	a kid is splashing in the ocean	drs([[]:x201],[[23700004]:pred(x201,play,v,0)])	drs([[]:x201,[]:x201,[]:xir,[]:xir],[[23800004]:pred(x201,splash,v,0),[23800005]:rel(x201,xir,in,0),[23800007]:pred(xir,ocean,n,0)])
[n--n]	ocean-n-7	surf-n-8	0.0	0.0	0.771447	0.771447	ocean-nn : surf-nn	1	NotInWN	1	4720	a kid is splashing in the ocean	two children are not playing in the surf	drs([[]:x102],[[23900007]:pred(x102,ocean,n,0)])	drs([[]:x102],[[24000008]:pred(x102,surf,n,0)])
[v--v]	splashing-v-4	playing-v-5	0.0	0.0	0.628275	0.628275	splash-vb : play-vb	1	NotInWN	1	4720	a kid is splashing in the ocean	two children are not playing in the surf	drs([[]:x201],[[23900004]:pred(x201,splash,v,0)])	drs([[]:x201],[[24000005]:pred(x201,play,v,0)])
[n--n]	kid-n-2	two-n-1 children-n-2	0.0	0.0	0.796471	0.796471	kid-nn : child-nn	1	Phrasal	1	4720	a kid is splashing in the ocean	two children are not playing in the surf	drs([[]:x101],[[23900002]:pred(x101,kid,n,0)])	drs([[]:x101,[]:x101],[[24000002]:pred(x101,child,n,0),[24000001]:pred(x101,two,n,0)])
[v--v]	playing-v-4	splashing-v-4	0.0	0.0	0.628275	0.628275	play-vb : splash-vb	1	NotInWN	1	4721	two children are playing in the surf	a kid is splashing in the pool	drs([[]:x201],[[24100004]:pred(x201,play,v,0)])	drs([[]:x201],[[24200004]:pred(x201,splash,v,0)])
[n--n]	two-n-1 children-n-2	kid-n-2	1.0	1.0	0.796471	0.796471	child-nn : kid-nn	1	Phrasal	1	4721	two children are playing in the surf	a kid is splashing in the pool	drs([[]:x101,[]:x101],[[24100001]:pred(x101,two,n,0),[24100002]:pred(x101,child,n,0)])	drs([[]:x101],[[24200002]:pred(x101,kid,n,0)])
[n--n]	surf-n-7	pool-n-7	0.0	0.0	0.798681	0.798681	surf-nn : pool-nn	1	NotInWN	1	4721	two children are playing in the surf	a kid is splashing in the pool	drs([[]:x102],[[24100007]:pred(x102,surf,n,0)])	drs([[]:x102],[[24200007]:pred(x102,pool,n,0)])
[n--n]	man-n-2	model-n-2	1.0	1.0	0.571167	0.571167	man-nn : model-nn	0	NotInWN	1	4722	a man is wearing a purple shirt and black leather chaps and is posing for the camera	a model is wearing a purple shirt and black leather chaps and is posing for the camera	drs([[]:x101],[[24300002]:pred(x101,man,n,0)])	drs([[]:x101],[[24400002]:pred(x101,model,n,0)])
[n--n]	man-n-2	model-n-2	1.0	1.0	0.571167	0.571167	man-nn : model-nn	0	NotInWN	1	4722	a man is wearing a purple shirt and black leather chaps and is posing for the camera	a model is wearing a purple shirt and black leather chaps and is posing for the camera	drs([[]:x106],[[24300002]:pred(x106,man,n,0)])	drs([[]:x106],[[24400002]:pred(x106,model,n,0)])
[vn--nvr]	man-n-2 standing-v-14	man-n-2 standing-v-12	1.0	1.0	1	1	stand-vb nsubj-#1# man-nn #1# : stand-vb nsubj-#1# man-nn #1#	0	Phrasal	1	4724	the man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers	the man dressed in leather chaps and a purple shirt is standing in front of someone lookers	drs([[]:x203,[]:x203,[]:x101,[]:x101],[[24700014]:pred(x203,stand,v,0),[]:rel(x203,x101,agent,0),[24700002]:pred(x101,man,n,0)])	drs([[]:x203,[]:x203,[]:x103,[]:x101,[]:x103,[]:x101],[[24800012]:pred(x203,stand,v,0),[]:rel(x203,x103,agent,0),[]:rel(x101,x103,subset_of,1),[24800002]:pred(x101,man,n,0)])
[nvrnn--nnnn]	chaps-n-5 made-v-6 of-r-7 leather-n-8 onlookers-n-19	in-r-4 leather-n-5 chaps-n-6 someone-n-16 lookers-n-17	1.0	1.0	0.908862	0.774078, 0.773844, 0.498968	chap-nn : someone-nn, make-vb dobj-#1# of-in pobj-#2# leather-nn #2# #1# : in-in pobj-#1# chap-nn #1#, onlooker-nn : leather-nn	0	Phrasal	1	4724	the man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers	the man dressed in leather chaps and a purple shirt is standing in front of someone lookers	drs([[]:x202,[]:x102,[]:x104,[]:x107,[]:x104,[]:x103,[]:x202,[]:x102,[]:x202,[]:x103],[[]:rel(x202,x102,patient,0),[24700008]:pred(x104,leather,n,0),[24700019]:pred(x107,onlooker,n,0),[]:rel(x104,x103,subset_of,1),[24700006]:pred(x202,make,v,0),[24700005]:pred(x102,chap,n,0),[24700007]:rel(x202,x103,of,0)])	drs([[]:x107,[]:x202,[]:x102,[]:x104,[]:x202,[]:x107,[]:x102,[]:x104],[[24800004]:rel(x107,x202,in,0),[24800006]:pred(x102,chap,n,0),[24800005]:pred(x104,leather,n,0),[24800017]:pred(x202,looker,n,0),[24800016]:pred(x107,person,n,1),[]:rel(x102,x104,of,0)])
[vrnnn--vnn]	in-r-4 standing-v-12 front-n-14 someone-n-16 lookers-n-17	man-n-2 posing-v-15 for-r-16 camera-n-18	0.0	0.0	0.80341	0.893544, 0.409803	stand-vb : man-nn, in-in : pose-vb dobj-#1# for-in pobj-#2# camera-nn #2# #1#	1	Phrasal	1	4725	the man dressed in leather chaps and a purple shirt is standing in front of someone lookers	a man is not wearing a purple shirt and black leather chaps and is posing for the camera	drs([[]:x108,[]:x107,[]:x108,[]:x202,[]:x106,[]:x107,[]:x202,[]:x101,[]:x202,[]:x106,[]:x106,[]:x107],[[24900017]:pred(x108,looker,n,0),[24900004]:rel(x107,x108,in,0),[24900004]:rel(x202,x106,in,0),[24900016]:pred(x107,person,n,1),[]:rel(x202,x101,agent,0),[24900012]:pred(x202,stand,v,0),[24900014]:pred(x106,front,n,0),[]:rel(x106,x107,of,0)])	drs([[]:x202,[]:X102,[]:X102,[]:X103,[]:x202,[]:X103,[]:x202],[[]:rel(x202,X102,agent,0),[25000002]:pred(X102,man,n,0),[25000018]:pred(X103,camera,n,0),[25000016]:rel(x202,X103,for,0),[25000015]:pred(x202,pose,v,0)])
[vnnr--nr]	man-n-2 dressed-v-3 in-r-4 chaps-n-6	black-a-10 chaps-n-12	0.0	0.0	0.657898	0.807275	dress-vb dobj-#1# in-in pobj-#2# chap-nn #2# #1# : black-jj amod-#1# chap-nn #1#	1	Phrasal	1	4725	the man dressed in leather chaps and a purple shirt is standing in front of someone lookers	a man is not wearing a purple shirt and black leather chaps and is posing for the camera	drs([[]:x201,[]:x103,[]:x201,[]:x102,[]:x102,[]:x201,[]:x102,[]:x101,[]:x103],[[24900004]:rel(x201,x103,in,0),[]:rel(x201,x102,patient,0),[24900002]:pred(x102,man,n,0),[24900003]:pred(x201,dress,v,0),[]:rel(x102,x101,subset_of,1),[24900006]:pred(x103,chap,n,0)])	drs([[]:x103,[]:x103,[]:x103,[]:x101],[[25000010]:pred(x103,black,a,0),[25000012]:pred(x103,chap,n,0),[]:rel(x103,x101,subset_of,1)])
[n--n]	soccer-n-10	plastic-n-10	0.0	0.0	0.517345	0.517345	soccer-nn : plastic-jj	1	NotInWN	1	4727	two dogs are running and trying to catch a soccer ball	two cats on a lawn are playing with a plastic toy	drs([[]:x104],[[25300010]:pred(x104,soccer,n,0)])	drs([[]:x104],[[25400010]:pred(x104,plastic,n,0)])
[vnn--vnnn]	two-n-1 dogs-n-2 catch-v-8 ball-n-11	two-n-1 cats-n-2 on-r-3 lawn-n-5 playing-v-7 with-r-8 toy-n-11	0.0	0.0	0.314107	0.630738	catch-vb dobj-#1# ball-nn #1# : play-vb dobj-#1# with-in pobj-#2# toy-nn #2# #1# nsubj-#3# cat-nn pmod-#4# on-in pobj-#5# lawn-nn #5# #4# #3#	1	Phrasal	1	4727	two dogs are running and trying to catch a soccer ball	two cats on a lawn are playing with a plastic toy	drs([[]:x203,[]:x102,[]:x103,[]:x102,[]:x102,[]:x203,[]:x203,[]:x103],[[]:rel(x203,x102,agent,0),[25300011]:pred(x103,ball,n,0),[25300001]:pred(x102,two,n,0),[25300002]:pred(x102,dog,n,0),[25300008]:pred(x203,catch,v,0),[]:rel(x203,x103,patient,0)])	drs([[]:X101,[]:X101,[]:X101,[]:X102,[]:x103,[]:X102,[]:X201,[]:x103,[]:X201,[]:X101,[]:X201],[[25400001]:pred(X101,two,n,0),[25400002]:pred(X101,cat,n,0),[25400003]:rel(X101,X102,on,0),[25400011]:pred(x103,toy,n,0),[25400005]:pred(X102,lawn,n,0),[25400008]:rel(X201,x103,with,0),[]:rel(X201,X101,agent,0),[25400007]:pred(X201,play,v,0)])
[vnnnn--vnn]	two-n-1 dogs-n-2 on-r-3 lawn-n-5 playing-v-7 with-r-8 plastic-n-10 toy-n-11	two-n-1 dogs-n-2 catch-v-8 ball-n-10	0.0	0.0	0.352642	0.657455	play-vb dobj-#1# with-in pobj-#2# plastic-jj amod-#3# toy-nn #3# #2# #1# nsubj-#4# dog-nn pmod-#5# on-in pobj-#6# lawn-nn #6# #5# #4# : catch-vb dobj-#1# ball-nn #1#	1	Phrasal	1	4728	two dogs on a lawn are playing with a plastic toy	two dogs are running and trying to catch a ball	drs([[]:x103,[]:x104,[]:x101,[]:x201,[]:x104,[]:x103,[]:x201,[]:x101,[]:x101,[]:x101,[]:x102,[]:x201,[]:x103,[]:x102],[[]:rel(x103,x104,of,0),[25500002]:pred(x101,dog,n,0),[25500007]:pred(x201,play,v,0),[25500010]:pred(x104,plastic,n,0),[25500011]:pred(x103,toy,n,0),[]:rel(x201,x101,agent,0),[25500001]:pred(x101,two,n,0),[25500003]:rel(x101,x102,on,0),[25500008]:rel(x201,x103,with,0),[25500005]:pred(x102,lawn,n,0)])	drs([[]:x101,[]:x103,[]:X103,[]:x103,[]:x101,[]:X103,[]:x101,[]:x103],[[]:rel(x101,x103,agent,0),[25600010]:pred(X103,ball,n,0),[25600001]:pred(x103,two,n,0),[]:rel(x101,X103,patient,0),[25600008]:pred(x101,catch,v,0),[25600002]:pred(x103,dog,n,0)])
[vnnnn--vnr]	two-n-1 dogs-n-2 on-r-3 lawn-n-5 playing-v-7 with-r-8 plastic-n-10 toy-n-11	two-n-1 dogs-n-2 trying-v-6	0.0	0.0	0.103589	0.142302	play-vb dobj-#1# with-in pobj-#2# plastic-jj amod-#3# toy-nn #3# #2# #1# nsubj-#4# dog-nn pmod-#5# on-in pobj-#6# lawn-nn #6# #5# #4# : try-vb	1	Phrasal	1	4728	two dogs on a lawn are playing with a plastic toy	two dogs are running and trying to catch a ball	drs([[]:x103,[]:x104,[]:x101,[]:x201,[]:x104,[]:x103,[]:x201,[]:x101,[]:x101,[]:x101,[]:x102,[]:x201,[]:x103,[]:x102],[[]:rel(x103,x104,of,0),[25500002]:pred(x101,dog,n,0),[25500007]:pred(x201,play,v,0),[25500010]:pred(x104,plastic,n,0),[25500011]:pred(x103,toy,n,0),[]:rel(x201,x101,agent,0),[25500001]:pred(x101,two,n,0),[25500003]:rel(x101,x102,on,0),[25500008]:rel(x201,x103,with,0),[25500005]:pred(x102,lawn,n,0)])	drs([[]:X202,[]:X202,[]:x103,[]:X202,[]:xir,[]:x103,[]:x103],[[25600006]:pred(X202,try,v,0),[]:rel(X202,x103,agent,0),[]:rel(X202,xir,theme,0),[25600001]:pred(x103,two,n,0),[25600002]:pred(x103,dog,n,0)])
[n--n]	seashore-n-13	sidewalk-n-13	0.0	0.0	0.801855	0.801855	seashore-nn : sidewalk-nn	0	NotInWN	1	4729	two people dressed in green and red costumes are outside on the seashore	two people dressed in green and red costumes are outside on the sidewalk	drs([[]:x105],[[25700013]:pred(x105,seashore,n,0)])	drs([[]:x105],[[25800013]:pred(x105,sidewalk,n,0)])
[n--n]	men-n-1	people-n-1	1.0	1.0	0.764431	0.764431	man-nn : people-nn	0	NotInWN	1	4730	men in costumes are walking around in the street	people in costumes are walking around in the street	drs([[]:x101],[[25900001]:pred(x101,man,n,0)])	drs([[]:x101],[[26000001]:pred(x101,people,n,0)])
[v--v]	sitting-v-5	walking-v-5 around-r-6	0.0	0.0	0.92181	0.937207	sit-vb : walk-vb	0	Phrasal	1	4731	people in costumes are sitting in the street	people in costumes are walking around in the street	drs([[]:x201],[[26100005]:pred(x201,sit,v,0)])	drs([[]:x201,[]:x201],[[26200005]:pred(x201,walk,v,0),[26200006]:pred(x201,around,r,0)])
[nnnn--vnnn]	dog-n-2 in-r-4 area-n-6 full-a-7 of-r-8 sand-n-9	dog-n-2 sand-n-6 blowing-v-9 in-r-10 wind-n-12	1.0	1.0	0.91137	1, 0.695349, 0.338427	dog-nn : dog-nn, in-in pobj-#1# area-nn pmod-#2# of-in pobj-#3# sand-nn #3# #2# #1# : sand-nn, full-jj : blow-vb dobj-#1# in-in pobj-#2# wind-nn #2# #1#	0	Phrasal	1	4733	a dog is in an area full of sand , with the sand that is being stirred up into the air and several plants are in the background	a dog is in the sand that is blowing in the wind	drs([[]:x402,[]:x105,[]:x101,[]:x101,[]:x105,[]:x402,[]:x402,[]:x106,[]:x105,[]:x106],[[]:rel(x402,x105,theme,0),[26500002]:pred(x101,dog,n,0),[26500004]:rel(x101,x105,in,0),[26500007]:pred(x402,full,a,0),[26500008]:rel(x402,x106,of,0),[26500006]:pred(x105,area,n,0),[26500009]:pred(x106,sand,n,0)])	drs([[]:x101,[]:X201,[]:X103,[]:X201,[]:X103,[]:x106,[]:x101,[]:x106,[]:X201,[]:x106],[[26600002]:pred(x101,dog,n,0),[26600010]:rel(X201,X103,in,0),[26600009]:pred(X201,blow,v,0),[26600012]:pred(X103,wind,n,0),[26600006]:pred(x106,sand,n,0),[26600010]:rel(x101,x106,in,0),[]:rel(X201,x106,agent,0)])
[nvnn--nvnnn]	dog-n-2 sand-n-6 blowing-v-9 in-r-10 wind-n-12	cat-n-2 in-r-4 sandy-a-6 area-n-7 with-r-8 sand-n-10 stirred-v-14 up-r-15 into-r-16 air-n-18	0.0	0.0	0.956002	0.957944, 0.869287, 0.750816	dog-nn : cat-nn, blow-vb dobj-#1# in-in pobj-#2# wind-nn #2# #1# : stir-vb dobj-#1# into-in pobj-#2# air-nn #2# #1#, sand-nn : in-in	1	Phrasal	1	4734	a dog is in the sand that is blowing in the wind	a cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	drs([[]:x201,[]:x102,[]:x103,[]:x201,[]:x102,[]:x101,[]:x102,[]:x201,[]:x103,[]:x101],[[26700009]:pred(x201,blow,v,0),[26700006]:pred(x102,sand,n,0),[26700012]:pred(x103,wind,n,0),[]:rel(x201,x102,agent,0),[26700010]:rel(x101,x102,in,0),[26700010]:rel(x201,x103,in,0),[26700002]:pred(x101,dog,n,0)])	drs([[]:x201,[]:X103,[]:x102,[]:x201,[]:X103,[]:X105,[]:x201,[]:X101,[]:X103,[]:x201,[]:X105,[]:X103,[]:X103,[]:X101,[]:x102],[[26800015]:pred(x201,up,r,0),[26800008]:rel(X103,x102,with,0),[]:rel(x201,X103,patient,0),[26800018]:pred(X105,air,n,0),[26800014]:pred(x201,stir,v,0),[26800004]:rel(X101,X103,in,0),[26800016]:rel(x201,X105,into,0),[26800006]:pred(X103,sandy,a,0),[26800007]:pred(X103,area,n,0),[26800002]:pred(X101,cat,n,0),[26800010]:pred(x102,sand,n,0)])
[vn--vn]	sitting-v-7 on-r-8 yard-n-11	running-v-7 in-r-8 yard-n-11	0.0	0.0	0.936851	0.936851	sit-vb dobj-#1# on-in pobj-#2# yard-nn #2# #1# : run-vb dobj-#1# in-in pobj-#2# yard-nn #2# #1#	0	Phrasal	1	4735	the black and white dog is sitting on a green yard	the black and white dog is running in a green yard	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[26900007]:pred(x201,sit,v,0),[26900008]:rel(x201,x104,on,0),[26900011]:pred(x104,yard,n,0)])	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[27000007]:pred(x201,run,v,0),[27000008]:rel(x201,x104,in,0),[27000011]:pred(x104,yard,n,0)])
[vn--vn]	running-v-7 indoors-n-8	running-v-7 in-r-8 green-a-10 yard-n-11	-1.0	-1.0	0.585277	0.57938	indoors-rb : run-vb dobj-#1# in-in pobj-#2# green-jj amod-#3# yard-nn #3# #2# #1#	0	Phrasal	1	4737	the black and white dog is running indoors	the black and white dog is running in a green yard	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[27300007]:pred(x201,run,v,0),[]:rel(x201,x104,patient,0),[27300008]:pred(x104,indoor,n,0)])	drs([[]:x201,[]:x201,[]:x104,[]:x104,[]:x104],[[27400007]:pred(x201,run,v,0),[27400008]:rel(x201,x104,in,0),[27400011]:pred(x104,yard,n,0),[27400010]:pred(x104,green,a,0)])
[vn--vn]	running-v-7 in-r-8 field-n-10	running-v-7 outdoors-n-8	1.0	1.0	0.497242	0.57474	run-vb dobj-#1# in-in pobj-#2# field-nn #2# #1# : outdoors-rb	0	Phrasal	1	4738	the black and white dog is running in a field	the black and white dog is running outdoors	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[27500007]:pred(x201,run,v,0),[27500008]:rel(x201,x104,in,0),[27500010]:pred(x104,field,n,0)])	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[27600007]:pred(x201,run,v,0),[]:rel(x201,x104,patient,0),[27600008]:pred(x104,outdoors,n,0)])
[vn--vn]	running-v-7 outdoors-n-8	sitting-v-7 on-r-8 green-a-10 yard-n-11	0.0	0.0	0.718204	0.677654	outdoors-rb : sit-vb dobj-#1# on-in pobj-#2# green-jj amod-#3# yard-nn #3# #2# #1#	0	Phrasal	1	4739	the black and white dog is running outdoors	the black and white dog is sitting on a green yard	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[27700007]:pred(x201,run,v,0),[]:rel(x201,x104,patient,0),[27700008]:pred(x104,outdoors,n,0)])	drs([[]:x201,[]:x201,[]:x104,[]:x104,[]:x104],[[27800007]:pred(x201,sit,v,0),[27800008]:rel(x201,x104,on,0),[27800011]:pred(x104,yard,n,0),[27800010]:pred(x104,green,a,0)])
